TicketID,AgentID,CustomerID,Status,ResolutionTime,Priority,Category,CreatedDate,ResolvedDate
T10278,A040,C8563,Resolved,1h 54m 20s,Medium,General,2026-01-01 09:28:00,2026-01-01 10:46:00
T10279,A048,C8037,Open,0h 9m 20s,Medium,Account,2026-01-01 09:20:00,
T10280,A025,C1945,Open,1h 5m 45s,High,Billing,2026-01-01 09:28:00,
T10281,A010,C9401,Resolved,0h 7m 30s,High,Technical,2026-01-01 09:35:00,2026-01-01 10:17:00
T10282,A030,C4630,Resolved,0h 3m 0s,High,Technical,2026-01-01 09:59:00,2026-01-01 10:18:00
T10283,A025,C3249,Pending,1h 6m 30s,High,Billing,2026-01-01 09:56:00,
T10284,A049,C4719,Pending,0h 57m 20s,Medium,Billing,2026-01-01 09:06:00,
T10285,A023,C8042,Resolved,0h 34m 20s,Medium,Account,2026-01-01 09:56:00,2026-01-01 10:31:00
T10286,A043,C7412,Pending,0h 3m 20s,Medium,Billing,2026-01-01 09:10:00,
T10287,A050,C6570,Resolved,1h 15m 20s,High,Technical,2026-01-01 09:21:00,2026-01-01 10:36:00
T10288,A022,C9751,Resolved,0h 38m 0s,High,Technical,2026-01-01 09:40:00,2026-01-01 10:45:00
T10289,A041,C7379,Resolved,0h 18m 0s,Low,Technical,2026-01-01 09:39:00,2026-01-01 10:22:00
T10290,A028,C8846,Resolved,0h 18m 0s,Low,Billing,2026-01-01 09:37:00,2026-01-01 10:18:00
T10291,A027,C2290,Resolved,0h 17m 20s,High,General,2026-01-01 09:42:00,2026-01-01 10:31:00
T10292,A029,C9758,Resolved,1h 43m 29s,High,Account,2026-01-01 09:18:00,2026-01-01 10:00:00
T10293,A001,C4891,Resolved,0h 2m 45s,High,Account,2026-01-01 09:29:00,2026-01-01 10:40:00
T10294,A028,C1788,Resolved,1h 36m 45s,High,Account,2026-01-01 09:03:00,2026-01-01 10:54:00
T10295,A048,C6675,Resolved,1h 18m 45s,Low,Account,2026-01-01 09:13:00,2026-01-01 10:08:00
T10296,A043,C8566,Resolved,0h 36m 45s,Medium,Billing,2026-01-01 09:41:00,2026-01-01 10:56:00
T10297,A017,C1265,Pending,1h 36m 29s,Low,Billing,2026-01-01 09:46:00,
T10298,A023,C2825,Resolved,1h 23m 0s,High,Account,2026-01-01 09:08:00,2026-01-01 10:57:00
T10299,A008,C5688,Resolved,1h 33m 0s,High,Billing,2026-01-01 09:16:00,2026-01-01 10:57:00
T10300,A005,C4246,Resolved,1h 48m 29s,High,Account,2026-01-01 09:13:00,2026-01-01 10:16:00
T10301,A028,C7247,Pending,1h 41m 29s,High,Account,2026-01-01 09:14:00,
T10302,A035,C1841,Open,0h 50m 45s,Medium,General,2026-01-01 09:06:00,
T10303,A012,C1550,Resolved,0h 34m 45s,Medium,Technical,2026-01-01 09:12:00,2026-01-01 10:11:00
T10304,A007,C1472,Open,0h 33m 20s,High,Billing,2026-01-01 09:42:00,
T10305,A022,C9835,Open,0h 23m 30s,High,General,2026-01-01 09:31:00,
T10306,A036,C3135,Pending,0h 51m 0s,Medium,Technical,2026-01-01 09:49:00,
T10307,A018,C8036,Resolved,1h 39m 45s,Low,Technical,2026-01-01 09:58:00,2026-01-01 10:28:00
T10308,A019,C7793,Open,1h 45m 20s,Low,Account,2026-01-01 09:44:00,
T10309,A022,C9553,Pending,1h 48m 29s,High,Billing,2026-01-01 09:12:00,
T10310,A036,C2382,Open,1h 11m 0s,High,Account,2026-01-01 09:42:00,
T10311,A023,C2585,Open,0h 10m 30s,Medium,Billing,2026-01-01 09:32:00,
T10312,A013,C5405,Resolved,0h 0m 29s,Medium,Billing,2026-01-01 09:23:00,2026-01-01 10:42:00
T10313,A015,C7103,Resolved,0h 33m 20s,Low,Billing,2026-01-01 09:06:00,2026-01-01 10:58:00
T10314,A026,C9836,Resolved,0h 17m 20s,High,Billing,2026-01-01 09:24:00,2026-01-01 10:01:00
T10315,A015,C1221,Open,1h 45m 30s,Medium,General,2026-01-01 09:30:00,
T10316,A028,C9024,Resolved,1h 9m 20s,Medium,Technical,2026-01-01 09:14:00,2026-01-01 10:11:00
T10317,A017,C1777,Open,1h 46m 45s,Medium,General,2026-01-01 09:47:00,
T10318,A029,C3132,Resolved,0h 35m 45s,High,Billing,2026-01-01 09:59:00,2026-01-01 10:11:00
T10319,A021,C8081,Pending,1h 42m 30s,Medium,General,2026-01-01 09:47:00,
T10320,A045,C8142,Pending,1h 16m 45s,Medium,Account,2026-01-01 09:00:00,
T10321,A050,C2017,Pending,1h 25m 0s,High,Account,2026-01-01 09:42:00,
T10322,A045,C3581,Resolved,0h 50m 45s,High,Account,2026-01-01 09:57:00,2026-01-01 10:04:00
T10323,A012,C6033,Resolved,1h 53m 45s,High,Technical,2026-01-01 09:17:00,2026-01-01 10:31:00
T10324,A029,C5170,Pending,0h 11m 30s,Medium,Technical,2026-01-01 09:31:00,
T10325,A048,C3921,Resolved,1h 23m 45s,Low,Billing,2026-01-01 09:57:00,2026-01-01 10:15:00
T10326,A016,C9604,Pending,0h 55m 45s,Medium,Billing,2026-01-01 09:55:00,
T10327,A041,C4676,Pending,0h 33m 20s,Low,Billing,2026-01-01 09:07:00,
T10328,A032,C6916,Resolved,1h 3m 45s,High,Account,2026-01-01 09:19:00,2026-01-01 10:43:00
T10329,A044,C2136,Open,1h 50m 29s,Low,Technical,2026-01-01 09:22:00,
T10330,A022,C5027,Pending,0h 31m 0s,High,Technical,2026-01-01 09:57:00,
T10331,A005,C7472,Resolved,1h 3m 30s,High,Technical,2026-01-01 09:20:00,2026-01-01 10:45:00
T10332,A048,C8159,Open,0h 33m 29s,High,Account,2026-01-01 09:34:00,
T10333,A020,C9694,Pending,0h 38m 45s,High,Billing,2026-01-01 09:50:00,
T10334,A005,C2380,Pending,0h 50m 29s,High,Billing,2026-01-01 09:16:00,
T10335,A034,C4152,Resolved,0h 45m 20s,Low,General,2026-01-01 09:53:00,2026-01-01 10:57:00
T10336,A042,C2322,Open,0h 2m 20s,High,Account,2026-01-01 09:42:00,
T10337,A034,C4873,Resolved,0h 58m 20s,Medium,General,2026-01-01 09:12:00,2026-01-01 10:54:00
T10338,A035,C6734,Pending,1h 31m 20s,Low,Technical,2026-01-01 09:41:00,
T10339,A009,C4551,Pending,0h 55m 30s,Medium,Billing,2026-01-01 09:13:00,
T10340,A041,C7982,Resolved,1h 17m 20s,Medium,General,2026-01-01 09:32:00,2026-01-01 10:16:00
T10341,A027,C7767,Resolved,0h 23m 45s,Low,Billing,2026-01-01 09:03:00,2026-01-01 10:12:00
T10342,A050,C5783,Pending,1h 11m 30s,Medium,General,2026-01-01 09:51:00,
T10343,A035,C2226,Resolved,1h 23m 0s,High,Technical,2026-01-01 09:51:00,2026-01-01 10:11:00
T10344,A029,C1694,Open,0h 44m 29s,High,General,2026-01-01 09:49:00,
T10345,A018,C6126,Pending,0h 10m 20s,Medium,Account,2026-01-01 09:31:00,
T10346,A027,C2245,Pending,1h 20m 45s,Low,Account,2026-01-01 09:09:00,
T10347,A014,C5903,Open,0h 31m 45s,Low,Technical,2026-01-01 09:54:00,
T10348,A018,C7428,Resolved,1h 3m 29s,High,Account,2026-01-01 09:47:00,2026-01-01 10:14:00
T10349,A044,C8262,Pending,1h 53m 45s,Low,Technical,2026-01-01 09:13:00,
T10350,A043,C4546,Pending,0h 59m 29s,Medium,Account,2026-01-01 09:11:00,
T10351,A005,C1258,Resolved,1h 18m 45s,High,General,2026-01-01 09:41:00,2026-01-01 10:19:00
T10352,A022,C8704,Pending,1h 23m 0s,Medium,Billing,2026-01-01 09:26:00,
T10353,A018,C3240,Pending,1h 31m 30s,High,Technical,2026-01-01 09:43:00,
T10354,A020,C6276,Open,0h 0m 29s,Medium,Billing,2026-01-01 09:49:00,
T10355,A005,C1253,Open,0h 7m 30s,Low,Billing,2026-01-01 09:54:00,
T10356,A035,C7936,Open,1h 26m 20s,Medium,Technical,2026-01-01 09:27:00,
T10357,A007,C9696,Resolved,0h 22m 45s,High,General,2026-01-01 09:45:00,2026-01-01 10:20:00
T10358,A010,C1034,Resolved,1h 27m 30s,Low,Account,2026-01-01 09:21:00,2026-01-01 10:25:00
T10359,A040,C5792,Resolved,0h 30m 0s,Medium,Account,2026-01-01 09:10:00,2026-01-01 10:56:00
T10360,A038,C1150,Resolved,0h 51m 45s,Low,Billing,2026-01-01 09:39:00,2026-01-01 10:13:00
T10361,A040,C7038,Open,0h 15m 0s,Medium,Billing,2026-01-01 09:48:00,
T10362,A032,C6592,Resolved,1h 7m 30s,Low,General,2026-01-01 09:07:00,2026-01-01 10:54:00
T10363,A015,C9278,Open,0h 32m 30s,High,General,2026-01-01 09:26:00,
T10364,A036,C5158,Resolved,0h 5m 20s,Medium,Account,2026-01-01 09:55:00,2026-01-01 10:44:00
T10365,A020,C2683,Pending,0h 55m 29s,High,General,2026-01-01 09:14:00,
T10366,A012,C1910,Pending,0h 56m 30s,High,Technical,2026-01-01 09:52:00,
T10367,A019,C2540,Open,0h 5m 45s,Medium,Account,2026-01-01 09:00:00,
T10368,A026,C8162,Resolved,0h 30m 45s,Low,General,2026-01-01 09:00:00,2026-01-01 10:24:00
T10369,A034,C3073,Open,0h 55m 0s,High,Billing,2026-01-01 09:33:00,
T10370,A022,C7869,Resolved,0h 2m 20s,High,General,2026-01-01 09:38:00,2026-01-01 10:29:00
T10371,A045,C9832,Resolved,0h 0m 30s,Medium,Technical,2026-01-01 09:56:00,2026-01-01 10:29:00
T10372,A009,C4211,Open,0h 58m 45s,High,Account,2026-01-01 09:37:00,
T10373,A033,C5519,Open,1h 41m 29s,Low,General,2026-01-01 09:12:00,
T10374,A010,C4808,Pending,1h 10m 29s,Medium,General,2026-01-01 09:51:00,
T10375,A045,C7307,Pending,1h 0m 20s,Medium,Technical,2026-01-01 09:29:00,
T10376,A041,C4442,Resolved,1h 28m 45s,High,Account,2026-01-01 09:02:00,2026-01-01 10:31:00
T10377,A042,C9826,Pending,1h 56m 20s,Low,Billing,2026-01-01 09:32:00,
T10378,A049,C6093,Open,1h 36m 30s,High,General,2026-01-01 09:33:00,
T10379,A010,C9592,Pending,1h 58m 29s,Medium,Account,2026-01-01 09:18:00,
T10380,A002,C7726,Pending,0h 40m 30s,Low,Technical,2026-01-01 09:35:00,
T10381,A012,C9865,Resolved,0h 44m 0s,High,Account,2026-01-01 09:51:00,2026-01-01 10:11:00
T10382,A006,C2086,Pending,0h 2m 30s,Medium,Billing,2026-01-01 09:01:00,
T10383,A043,C8277,Open,0h 24m 0s,High,Account,2026-01-01 09:00:00,
T10384,A042,C2878,Open,0h 56m 29s,Low,Technical,2026-01-01 09:23:00,
T10385,A039,C8535,Open,0h 12m 0s,Low,Account,2026-01-01 09:02:00,
T10386,A045,C2549,Resolved,1h 18m 29s,Medium,Technical,2026-01-01 09:33:00,2026-01-01 10:03:00
T10387,A021,C1993,Resolved,1h 25m 20s,Low,Account,2026-01-01 09:50:00,2026-01-01 10:42:00
T10388,A021,C4373,Open,1h 47m 29s,Low,Account,2026-01-01 09:33:00,
T10389,A049,C1688,Resolved,1h 40m 20s,Low,Technical,2026-01-01 09:41:00,2026-01-01 10:49:00
T10390,A018,C1561,Pending,0h 46m 20s,High,Technical,2026-01-01 09:36:00,
T10391,A006,C9135,Resolved,0h 47m 30s,Low,Billing,2026-01-01 09:48:00,2026-01-01 10:48:00
T10392,A035,C9809,Resolved,1h 21m 0s,Low,Billing,2026-01-01 09:47:00,2026-01-01 10:45:00
T10393,A010,C6861,Open,1h 57m 29s,High,Billing,2026-01-01 09:05:00,
T10394,A050,C9887,Resolved,0h 33m 29s,Low,Account,2026-01-01 09:13:00,2026-01-01 10:37:00
T10395,A038,C7626,Pending,0h 10m 30s,Low,General,2026-01-01 09:03:00,
T10396,A023,C9590,Resolved,1h 34m 29s,Low,Billing,2026-01-01 09:37:00,2026-01-01 10:44:00
T10397,A036,C3841,Pending,1h 51m 29s,Medium,Technical,2026-01-01 09:05:00,
T10398,A014,C5711,Pending,1h 19m 30s,High,Account,2026-01-01 09:59:00,
T10399,A025,C7200,Pending,1h 17m 45s,Low,Technical,2026-01-01 09:03:00,
T10400,A046,C9603,Pending,1h 57m 20s,High,Billing,2026-01-01 09:10:00,
T10401,A026,C1080,Pending,0h 44m 0s,High,Account,2026-01-01 09:28:00,
T10402,A031,C8261,Resolved,0h 3m 45s,Low,Technical,2026-01-01 09:26:00,2026-01-01 10:27:00
T10403,A019,C3507,Resolved,1h 41m 45s,Medium,Account,2026-01-01 09:01:00,2026-01-01 10:11:00
T10404,A018,C6730,Open,1h 3m 45s,Medium,Account,2026-01-01 09:23:00,
T10405,A046,C1880,Resolved,1h 34m 29s,Low,Account,2026-01-01 09:32:00,2026-01-01 10:41:00
T10406,A016,C5183,Resolved,1h 0m 30s,High,Account,2026-01-01 09:50:00,2026-01-01 10:22:00
T10407,A032,C8191,Open,1h 49m 30s,High,General,2026-01-01 09:04:00,
T10408,A036,C8383,Open,1h 18m 20s,Medium,Billing,2026-01-01 09:27:00,
T10409,A025,C9610,Resolved,1h 24m 45s,Low,General,2026-01-01 09:45:00,2026-01-01 10:40:00
T10410,A035,C7730,Pending,1h 56m 30s,Low,Account,2026-01-01 09:59:00,
T10411,A040,C2505,Resolved,0h 1m 0s,Medium,Technical,2026-01-01 09:38:00,2026-01-01 10:09:00
T10412,A038,C3762,Resolved,0h 23m 45s,Medium,Account,2026-01-01 09:39:00,2026-01-01 10:37:00
T10413,A036,C3939,Resolved,1h 42m 45s,Low,Technical,2026-01-01 09:39:00,2026-01-01 10:03:00
T10414,A008,C8092,Open,1h 32m 29s,High,Account,2026-01-01 09:05:00,
T10415,A049,C8123,Pending,1h 40m 45s,Low,Billing,2026-01-01 09:49:00,
T10416,A036,C5185,Open,0h 46m 30s,Low,Technical,2026-01-01 09:52:00,
T10417,A024,C4629,Resolved,0h 30m 0s,High,General,2026-01-01 09:58:00,2026-01-01 10:20:00
T10418,A005,C6909,Open,1h 28m 29s,Medium,Billing,2026-01-01 09:21:00,
T10419,A018,C4904,Open,1h 12m 0s,High,Technical,2026-01-01 09:44:00,
T10420,A003,C4265,Resolved,1h 30m 0s,High,General,2026-01-01 09:16:00,2026-01-01 10:35:00
T10421,A001,C4180,Resolved,1h 20m 29s,Low,Billing,2026-01-01 09:30:00,2026-01-01 10:31:00
T10422,A022,C1433,Resolved,1h 1m 30s,High,Technical,2026-01-01 09:18:00,2026-01-01 10:14:00
T10423,A044,C2607,Resolved,0h 10m 30s,Low,General,2026-01-01 09:35:00,2026-01-01 10:25:00
T10424,A047,C6038,Open,1h 53m 29s,Medium,Technical,2026-01-01 09:00:00,
T10425,A023,C1974,Resolved,0h 36m 30s,High,General,2026-01-01 09:43:00,2026-01-01 10:01:00
T10426,A031,C9461,Open,0h 14m 29s,Low,Billing,2026-01-01 09:02:00,
T10427,A007,C9212,Resolved,1h 12m 30s,Medium,Technical,2026-01-01 09:49:00,2026-01-01 10:33:00
T10428,A040,C6300,Resolved,0h 47m 30s,Low,Account,2026-01-01 09:20:00,2026-01-01 10:42:00
T10429,A032,C7134,Open,1h 23m 30s,High,General,2026-01-01 09:08:00,
T10430,A006,C2311,Pending,1h 6m 45s,Medium,Billing,2026-01-01 09:53:00,
T10431,A004,C6503,Resolved,0h 14m 0s,Low,Account,2026-01-01 09:02:00,2026-01-01 10:34:00
T10432,A049,C1504,Resolved,0h 5m 0s,Low,Technical,2026-01-01 09:18:00,2026-01-01 10:10:00
T10433,A041,C9820,Resolved,0h 0m 20s,Low,Technical,2026-01-01 09:06:00,2026-01-01 10:02:00
T10434,A015,C7253,Open,0h 37m 29s,Medium,Technical,2026-01-01 09:55:00,
T10435,A029,C6902,Open,1h 30m 30s,High,Billing,2026-01-01 09:30:00,
T10436,A043,C2478,Resolved,0h 6m 0s,High,General,2026-01-01 09:19:00,2026-01-01 10:05:00
T10437,A022,C8530,Open,1h 37m 0s,High,Technical,2026-01-01 09:17:00,
T10438,A045,C1969,Resolved,0h 12m 29s,High,Billing,2026-01-01 09:46:00,2026-01-01 10:28:00
T10439,A015,C8809,Resolved,1h 3m 30s,Low,Account,2026-01-01 09:43:00,2026-01-01 10:00:00
T10440,A005,C6375,Resolved,0h 17m 30s,High,Account,2026-01-01 09:05:00,2026-01-01 10:43:00
T10441,A048,C5775,Resolved,0h 51m 45s,Medium,Billing,2026-01-01 09:20:00,2026-01-01 10:01:00
T10442,A007,C1752,Resolved,0h 40m 30s,Medium,Account,2026-01-01 09:36:00,2026-01-01 10:40:00
T10443,A013,C8914,Pending,0h 46m 0s,Medium,General,2026-01-01 09:21:00,
T10444,A027,C3260,Open,0h 11m 0s,High,Technical,2026-01-01 09:34:00,
T10445,A008,C1773,Open,0h 2m 29s,Medium,General,2026-01-01 09:08:00,
T10446,A009,C6672,Open,0h 55m 45s,Low,Account,2026-01-01 09:13:00,
T10447,A020,C1074,Resolved,1h 27m 0s,Medium,General,2026-01-01 09:24:00,2026-01-01 10:27:00
T10448,A031,C2409,Resolved,1h 40m 30s,High,Billing,2026-01-01 09:00:00,2026-01-01 10:43:00
T10449,A038,C3444,Pending,1h 1m 20s,Low,Billing,2026-01-01 09:03:00,
T10450,A029,C8956,Open,1h 41m 20s,Medium,Account,2026-01-01 09:22:00,
T10451,A028,C7257,Resolved,1h 50m 30s,High,General,2026-01-01 09:54:00,2026-01-01 10:47:00
T10452,A020,C6710,Resolved,0h 23m 30s,Medium,General,2026-01-01 09:35:00,2026-01-01 10:14:00
T10453,A005,C1181,Pending,0h 2m 29s,Low,General,2026-01-01 09:25:00,
T10454,A050,C9876,Pending,1h 9m 0s,Low,Account,2026-01-01 09:02:00,
T10455,A008,C4355,Open,0h 20m 0s,High,General,2026-01-01 09:45:00,
T10456,A041,C9965,Pending,1h 26m 20s,High,Billing,2026-01-01 09:49:00,
T10457,A004,C3021,Resolved,0h 41m 45s,High,Billing,2026-01-01 09:57:00,2026-01-01 10:32:00
T10458,A044,C4843,Pending,1h 25m 20s,Low,Technical,2026-01-01 09:32:00,
T10459,A042,C8950,Pending,1h 0m 45s,Medium,General,2026-01-01 09:35:00,
T10460,A026,C4318,Open,1h 35m 20s,High,Technical,2026-01-01 09:26:00,
T10461,A039,C5943,Open,1h 10m 20s,Medium,Account,2026-01-01 09:18:00,
T10462,A010,C2089,Pending,1h 52m 0s,High,General,2026-01-01 09:05:00,
T10463,A036,C5691,Pending,0h 9m 29s,Medium,General,2026-01-01 09:47:00,
T10464,A035,C8982,Resolved,0h 24m 30s,Medium,Billing,2026-01-01 09:31:00,2026-01-01 10:25:00
T10465,A026,C3896,Pending,1h 56m 30s,Medium,General,2026-01-01 09:01:00,
T10466,A035,C3928,Resolved,1h 38m 0s,Medium,Billing,2026-01-01 09:50:00,2026-01-01 10:37:00
T10467,A010,C7279,Resolved,0h 55m 30s,Low,Account,2026-01-01 09:56:00,2026-01-01 10:11:00
T10468,A017,C3577,Open,1h 1m 29s,Medium,Billing,2026-01-01 09:08:00,
T10469,A048,C8607,Resolved,0h 7m 29s,Medium,Technical,2026-01-01 09:55:00,2026-01-01 10:20:00
T10470,A050,C4661,Open,1h 15m 30s,Medium,Technical,2026-01-01 09:32:00,
T10471,A010,C9706,Open,1h 31m 29s,Medium,General,2026-01-01 09:16:00,
T10472,A001,C5391,Pending,0h 49m 29s,Low,Account,2026-01-01 09:45:00,
T10473,A050,C7054,Resolved,1h 44m 0s,Low,Technical,2026-01-01 09:45:00,2026-01-01 10:18:00
T10474,A011,C6956,Open,0h 0m 29s,Medium,Billing,2026-01-01 09:49:00,
T10475,A002,C2371,Resolved,0h 18m 30s,Low,Technical,2026-01-01 09:29:00,2026-01-01 10:10:00
T10476,A032,C2676,Pending,1h 18m 0s,Low,General,2026-01-01 09:24:00,
T10477,A019,C4376,Open,1h 5m 29s,Low,General,2026-01-01 09:14:00,
T10478,A017,C5178,Resolved,0h 24m 29s,Medium,General,2026-01-01 09:36:00,2026-01-01 10:44:00
T10479,A048,C2651,Pending,0h 32m 45s,Low,Technical,2026-01-01 09:51:00,
T10480,A016,C1603,Resolved,1h 18m 0s,High,Technical,2026-01-01 09:07:00,2026-01-01 10:04:00
T10481,A032,C4106,Resolved,0h 9m 45s,Low,Technical,2026-01-01 09:57:00,2026-01-01 10:07:00
T10482,A026,C4627,Resolved,1h 31m 0s,Medium,Billing,2026-01-01 09:38:00,2026-01-01 10:23:00
T10483,A022,C3642,Pending,0h 33m 29s,Medium,Account,2026-01-01 09:55:00,
T10484,A039,C1559,Resolved,0h 18m 20s,Medium,General,2026-01-01 09:48:00,2026-01-01 10:01:00
T10485,A016,C1953,Open,1h 45m 20s,Low,Billing,2026-01-01 09:58:00,
T10486,A013,C6690,Pending,0h 52m 0s,Low,Technical,2026-01-01 09:49:00,
T10487,A026,C5758,Pending,1h 32m 45s,Low,Account,2026-01-01 09:07:00,
T10488,A021,C6985,Resolved,0h 55m 45s,High,General,2026-01-01 09:11:00,2026-01-01 10:27:00
T10489,A034,C5403,Resolved,1h 21m 29s,Low,Billing,2026-01-01 09:23:00,2026-01-01 10:42:00
T10490,A011,C6662,Resolved,0h 1m 20s,Low,Account,2026-01-01 09:06:00,2026-01-01 10:18:00
T10491,A014,C1833,Open,0h 25m 45s,Medium,Account,2026-01-01 09:54:00,
T10492,A026,C1668,Pending,0h 43m 45s,Low,Billing,2026-01-01 09:49:00,
T10493,A043,C2383,Open,1h 29m 30s,Low,Technical,2026-01-01 09:35:00,
T10494,A018,C6341,Open,1h 17m 29s,Medium,General,2026-01-01 09:37:00,
T10495,A028,C1471,Resolved,0h 12m 29s,Medium,Billing,2026-01-01 09:20:00,2026-01-01 10:57:00
T10496,A027,C3143,Resolved,0h 2m 45s,Medium,General,2026-01-01 09:28:00,2026-01-01 10:38:00
T10497,A017,C9210,Open,0h 45m 20s,Medium,Technical,2026-01-01 09:49:00,
T10498,A033,C3718,Pending,1h 52m 29s,High,Account,2026-01-01 09:28:00,
T10499,A047,C4832,Resolved,1h 21m 0s,Low,Technical,2026-01-01 09:31:00,2026-01-01 10:32:00
T10500,A003,C2371,Resolved,0h 48m 0s,High,Billing,2026-01-01 09:51:00,2026-01-01 10:53:00
